id_number,sentence,item,condition,voice,frequency_syn,synonym,judgment,len
611,612,Il ladro è stato derubato dal produttore.,ex,AA,passive,high,ex_ey_high,implausible,7
612,613,Il malvivente ha rapinato l'industriale.,ey,AA,active,low,ex_ey_low,plausible,5
613,614,L'industriale ha rapinato il malvivente.,ey,AA,active,low,ex_ey_low,implausible,5
614,615,L'industriale è stato rapinato dal malvivente.,ey,AA,passive,low,ex_ey_low,plausible,6
615,616,Il malvivente è stato rapinato dall'industriale.,ey,AA,passive,low,ex_ey_low,implausible,6
616,617,Il pessimista ha scoraggiato il concorrente.,ez,AA,active,high,ez_fa_high,plausible,6
617,618,Il concorrente ha scoraggiato il pessimista.,ez,AA,active,high,ez_fa_high,implausible,6
618,619,Il concorrente è stato scoraggiato dal pessimista.,ez,AA,passive,high,ez_fa_high,plausible,7
619,620,Il pessimista è stato scoraggiato dal concorrente.,ez,AA,passive,high,ez_fa_high,implausible,7
620,621,Il cinico ha dissuaso il partecipante.,fa,AA,active,low,ez_fa_low,plausible,6
621,622,Il partecipante ha dissuaso il cinico.,fa,AA,active,low,ez_fa_low,implausible,6
622,623,Il partecipante è stato dissuaso dal cinico.,fa,AA,passive,low,ez_fa_low,plausible,7
623,624,Il cinico è stato dissuaso dal partecipante.,fa,AA,passive,low,ez_fa_low,implausible,7
624,625,Il chiacchierone ha tormentato l'eremita.,fb,AA,active,high,fb_fc_high,plausible,5
625,626,L'eremita ha tormentato il chiacchierone.,fb,AA,active,high,fb_fc_high,implausible,5
626,627,L'eremita è stato tormentato dal chiacchierone.,fb,AA,passive,high,fb_fc_high,plausible,6
627,628,Il chiacchierone è stato tormentato dall'eremita.,fb,AA,passive,high,fb_fc_high,implausible,6
628,629,Il logorroico ha schernito il recluso.,fc,AA,active,low,fb_fc_low,plausible,6
629,630,Il recluso ha schernito il logorroico.,fc,AA,active,low,fb_fc_low,implausible,6
630,631,Il recluso è stato schernito dal logorroico.,fc,AA,passive,low,fb_fc_low,plausible,7
631,632,Il logorroico è stato schernito dal recluso.,fc,AA,passive,low,fb_fc_low,implausible,7
632,633,L'imitatore ha ingannato l'investigatore.,fd,AA,active,high,fd_fe_high,plausible,4
633,634,L'investigatore ha ingannato l'imitatore.,fd,AA,active,high,fd_fe_high,implausible,4
634,635,L'investigatore è stato ingannato dall'imitatore.,fd,AA,passive,high,fd_fe_high,plausible,5
635,636,L'imitatore è stato ingannato dall'investigatore.,fd,AA,passive,high,fd_fe_high,implausible,5
636,637,L'impostore ha truffato l'ispettore.,fe,AA,active,low,fd_fe_low,plausible,4
637,638,L'ispettore ha truffato l'impostore.,fe,AA,active,low,fd_fe_low,implausible,4
638,639,L'ispettore è stato truffato dall'impostore.,fe,AA,passive,low,fd_fe_low,plausible,5
639,640,L'impostore è stato truffato dall'ispettore.,fe,AA,passive,low,fd_fe_low,implausible,5
640,641,Il capo ha licenziato il lavoratore.,ff,AA,active,,,plausible,6
641,642,Il lavoratore ha licenziato il capo.,ff,AA,active,,,implausible,6
642,643,Il lavoratore è stato licenziato dal capo.,ff,AA,passive,,,plausible,7
643,644,Il capo è stato licenziato dal lavoratore.,ff,AA,passive,,,implausible,7
644,645,Il piromane ha spaventato il negoziante.,fg,AA,active,high,fg_fh_high,plausible,6
645,646,Il negoziante ha spaventato il piromane.,fg,AA,active,high,fg_fh_high,implausible,6
646,647,Il negoziante è stato spaventato dal piromane.,fg,AA,passive,high,fg_fh_high,plausible,7
647,648,Il piromane è stato spaventato dal negoziante.,fg,AA,passive,high,fg_fh_high,implausible,7
648,649,L'incendiario ha allarmato il venditore.,fh,AA,active,low,fg_fh_low,plausible,5
649,650,Il venditore ha allarmato l'incendiario.,fh,AA,active,low,fg_fh_low,implausible,5
650,651,Il venditore è stato allarmato dall'incendiario.,fh,AA,passive,low,fg_fh_low,plausible,6
651,652,L'incendiario è stato allarmato dal venditore.,fh,AA,passive,low,fg_fh_low,implausible,6
652,653,Il professionista ha supportato il principiante.,fi,AA,active,high,fi_fj_high,plausible,6
653,654,Il principiante ha supportato il professionista.,fi,AA,active,high,fi_fj_high,implausible,6
654,655,Il principiante è stato supportato dal professionista.,fi,AA,passive,high,fi_fj_high,plausible,7
655,656,Il professionista è stato supportato dal principiante.,fi,AA,passive,high,fi_fj_high,implausible,7
656,657,Il maestro ha incoraggiato il neofita.,fj,AA,active,low,fi_fj_low,plausible,6
657,658,Il neofita ha incoraggiato il maestro.,fj,AA,active,low,fi_fj_low,implausible,6
658,659,Il neofita è stato incoraggiato dal maestro.,fj,AA,passive,low,fi_fj_low,plausible,7
659,660,Il maestro è stato incoraggiato dal neofita.,fj,AA,passive,low,fi_fj_low,implausible,7
660,661,Il mago ha incantato la folla.,fk,AA,active,high,fk_fl_high,plausible,6
661,662,La folla ha incantato il mago.,fk,AA,active,high,fk_fl_high,implausible,6
662,663,La folla è stata incantata dal mago.,fk,AA,passive,high,fk_fl_high,plausible,7
663,664,Il mago è stato incantato dalla folla.,fk,AA,passive,high,fk_fl_high,implausible,7
664,665,L'illusionista ha ipnotizzato gli spettatori.,fl,AA,active,low,fk_fl_low,plausible,5
665,666,Gli spettatori hanno ipnotizzato l'illusionista.,fl,AA,active,low,fk_fl_low,implausible,5
666,667,Gli spettatori sono stati ipnotizzati dall'illusionista.,fl,AA,passive,low,fk_fl_low,plausible,6
667,668,L'illusionista è stato ipnotizzato dagli spettatori.,fl,AA,passive,low,fk_fl_low,implausible,6
668,669,L'uomo d'affari ha assunto l'esperto.,fm,AA,active,high,fm_fn_high,plausible,5
669,670,L'esperto ha assunto l'uomo d'affari.,fm,AA,active,high,fm_fn_high,implausible,5
670,671,L'esperto è stato assunto dall'uomo d'affari.,fm,AA,passive,high,fm_fn_high,plausible,6
671,672,L'uomo d'affari è stato assunto dall'esperto.,fm,AA,passive,high,fm_fn_high,implausible,6
672,673,L'imprenditore ha assunto lo specialista.,fn,AA,active,low,fm_fn_low,plausible,5
673,674,Lo specialista ha assunto l'imprenditore.,fn,AA,active,low,fm_fn_low,implausible,5
674,675,Lo specialista è stato assunto dall'imprenditore.,fn,AA,passive,low,fm_fn_low,plausible,6
675,676,L'imprenditore è stato assunto dallo specialista.,fn,AA,passive,low,fm_fn_low,implausible,6
676,677,Il terrorista ha terrorizzato la moglie del presidente.,fo,AA,active,high,fo_fp_high,plausible,8
677,678,La moglie del presidente ha terrorizzato il terrorista.,fo,AA,active,high,fo_fp_high,implausible,8
678,679,La moglie del presidente è stata terrorizzata dal terrorista.,fo,AA,passive,high,fo_fp_high,plausible,9
679,680,Il terrorista è stato terrorizzato dalla moglie del presidente.,fo,AA,passive,high,fo_fp_high,implausible,9
680,681,Il dirottatore ha pietrificato la first lady.,fp,AA,active,low,fo_fp_low,plausible,7
681,682,La first lady ha pietrificato il dirottatore.,fp,AA,active,low,fo_fp_low,implausible,7
682,683,La first lady è stata pietrificata dal dirottatore.,fp,AA,passive,low,fo_fp_low,plausible,8
683,684,Il dirottatore è stato pietrificato dalla first lady.,fp,AA,passive,low,fo_fp_low,implausible,8
684,685,Il giudice ha lodato il vincitore .  ,fr,AA,active,high,fr_fs_high,plausible,7
685,686,Il vincitore  ha lodato il giudice.  ,fr,AA,active,high,fr_fs_high,implausible,6
686,687,Il vincitore è stato lodato dal giudice.  ,fr,AA,passive,high,fr_fs_high,plausible,7
687,688,Il giudice è stato lodato dal vincitore.  ,fr,AA,passive,high,fr_fs_high,implausible,7
688,689,Il panelista ha encomiato il vincitore della medaglia d'oro.  ,fs,AA,active,low,fr_fs_low,plausible,9
689,690,Il vincitore della medaglia d'oro ha encomiato il panelista.  ,fs,AA,active,low,fr_fs_low,implausible,9
690,691,Il vincitore della medaglia d'oro è stato encomiato dal panelista.  ,fs,AA,passive,low,fr_fs_low,plausible,10
691,692,Il panelista è stato encomiato dal vincitore della medaglia d'oro.  ,fs,AA,passive,low,fr_fs_low,implausible,10
692,693,Il bugiardo ha copiato il vincitore.  ,ft,AA,active,high,ft_fu_high,plausible,6
693,694,Il vincitore ha copiato il bugiardo.  ,ft,AA,active,high,ft_fu_high,implausible,6
694,695,Il vincitore è stato copiato dal bugiardo.  ,ft,AA,passive,high,ft_fu_high,plausible,7
695,696,Il bugiardo è stato copiato dal vincitore.  ,ft,AA,passive,high,ft_fu_high,implausible,7
696,697,Il truffatore ha imitato il conquistatore.  ,fu,AA,active,low,ft_fu_low,plausible,6
697,698,Il conquistatore ha imitato il truffatore.  ,fu,AA,active,low,ft_fu_low,implausible,6
698,699,Il conquistatore è stato imitato dal truffatore.  ,fu,AA,passive,low,ft_fu_low,plausible,7
699,700,Il truffatore è stato imitato dal conquistatore.  ,fu,AA,passive,low,ft_fu_low,implausible,7
700,701,L'ambientalista ha ammonito il tabaccaio.  ,fv,AA,active,low,fv_fw_low,plausible,5
701,702,Il tabaccaio ha ammonito l'ambientalista.  ,fv,AA,active,low,fv_fw_low,implausible,5
702,703,Il tabaccaio è stato ammonito dall'ambientalista.  ,fv,AA,passive,low,fv_fw_low,plausible,6
703,704,L'ambientalista è stato ammonito dal tabaccaio.  ,fv,AA,passive,low,fv_fw_low,implausible,6
704,705,L'ecologista ha avvertito il produttore di sigari.  ,fw,AA,active,high,fv_fw_high,plausible,7
705,706,Il produttore di sigari ha avvertito l'ecologista.  ,fw,AA,active,high,fv_fw_high,implausible,7
706,707,Il produttore di sigari è stato avvertito dall'ecologista.  ,fw,AA,passive,high,fv_fw_high,plausible,8
707,708,L'ecologista è stato avvertito dal produttore di sigari.  ,fw,AA,passive,high,fv_fw_high,implausible,8
708,709,Il contadino ha idolatrato gli avi.  ,fx,AA,active,low,fx_fy_low,plausible,6
709,710,Gli avi hanno idolatrato il contadino.  ,fx,AA,active,low,fx_fy_low,implausible,6
710,711,Gli avi sono stati idolatrati dal contadino.  ,fx,AA,passive,low,fx_fy_low,plausible,7
711,712,Il contadino è stato idolatrato dagli avi.  ,fx,AA,passive,low,fx_fy_low,implausible,7
712,713,Il servo ha adorato gli antenati.  ,fy,AA,active,high,fx_fy_high,plausible,6
713,714,Gli antenati hanno adorato il servo.  ,fy,AA,active,high,fx_fy_high,implausible,6
714,715,Gli antenati sono stati adorati dal servo.  ,fy,AA,passive,high,fx_fy_high,plausible,7
715,716,Il servo è stato adorato dagli antenati.  ,fy,AA,passive,high,fx_fy_high,implausible,7
716,717,L'alcolizzato ha tormentato l'ospite.  ,fz,AA,active,low,fz_ga_low,plausible,4
717,718,L'ospite ha tormentato l'alcolizzato.  ,fz,AA,active,low,fz_ga_low,implausible,4
718,719,L'ospite è stato tormentato dall'alcolizzato.  ,fz,AA,passive,low,fz_ga_low,plausible,5
719,720,L'alcolizzato è stato tormentato dall'ospite.  ,fz,AA,passive,low,fz_ga_low,implausible,5
720,721,L'ubriaco ha infastidito il visitatore.  ,ga,AA,active,high,fz_ga_high,plausible,5
721,722,Il visitatore ha infastidito l'ubriaco.  ,ga,AA,active,high,fz_ga_high,implausible,5
722,723,Il visitatore è stato infastidito dall'ubriaco.  ,ga,AA,passive,high,fz_ga_high,plausible,6
723,724,L'ubriaco è stato infastidito dal visitatore.  ,ga,AA,passive,high,fz_ga_high,implausible,6
724,725,Il commentatore ha irritato l’atleta.  ,gb,AA-rev,active,high,gb_gc_high,reversible,5
725,726,L’atleta ha irritato il commentatore.  ,gb,AA-rev,active,high,gb_gc_high,reversible,5
726,727,L’atleta è stato irritato dal commentatore.  ,gb,AA-rev,passive,high,gb_gc_high,reversible,6
727,728,Il commentatore è stato irritato dall’atleta.  ,gb,AA-rev,passive,high,gb_gc_high,reversible,6
728,729,Il telecronista ha infastidito lo sportivo.  ,gc,AA-rev,active,low,gb_gc_low,reversible,6
729,730,Lo sportivo ha infastidito il telecronista.  ,gc,AA-rev,active,low,gb_gc_low,reversible,6
730,731,Lo sportivo è stato infastidito dal telecronista.  ,gc,AA-rev,passive,low,gb_gc_low,reversible,7
731,732,Il telecronista è stato infastidito dallo sportivo.  ,gc,AA-rev,passive,low,gb_gc_low,reversible,7
732,733,Il prete ha abbracciato il fedele.  ,gd,AA-rev,active,high,gd_ge_high,reversible,6
733,734,Il fedele ha abbracciato il prete.  ,gd,AA-rev,active,high,gd_ge_high,reversible,6
734,735,Il fedele è stato abbracciato dal prete.  ,gd,AA-rev,passive,high,gd_ge_high,reversible,7
735,736,Il prete è stato abbracciato dal fedele.  ,gd,AA-rev,passive,high,gd_ge_high,reversible,7
736,737,Il pastore ha abbracciato il parrocchiano.  ,ge,AA-rev,active,low,gd_ge_low,reversible,6
737,738,Il parrocchiano ha abbracciato il pastore.  ,ge,AA-rev,active,low,gd_ge_low,reversible,6
738,739,Il parrocchiano è stato abbracciato dal pastore.  ,ge,AA-rev,passive,low,gd_ge_low,reversible,7
739,740,Il pastore è stato abbracciato dal parrocchiano.  ,ge,AA-rev,passive,low,gd_ge_low,reversible,7
740,741,Il maniaco ha deriso il clown.  ,gf,AA-rev,active,high,gf_gg_high,reversible,6
741,742,Il clown ha deriso il maniaco.  ,gf,AA-rev,active,high,gf_gg_high,reversible,6
742,743,Il clown è stato deriso dal maniaco.  ,gf,AA-rev,passive,high,gf_gg_high,reversible,7
743,744,Il maniaco è stato deriso dal clown.  ,gf,AA-rev,passive,high,gf_gg_high,reversible,7
744,745,Il fanatico ha ridicolizzato il giullare.  ,gg,AA-rev,active,low,gf_gg_low,reversible,6
745,746,Il giullare ha ridicolizzato il fanatico.  ,gg,AA-rev,active,low,gf_gg_low,reversible,6
746,747,Il giullare è stato ridicolizzato dal fanatico.  ,gg,AA-rev,passive,low,gf_gg_low,reversible,7
747,748,Il fanatico è stato ridicolizzato dal giullare.  ,gg,AA-rev,passive,low,gf_gg_low,reversible,7
748,749,L'archivista ha contattato l'inventore.  ,gh,AA-rev,active,high,gh_gi_high,reversible,4
749,750,L'inventore ha contattato l'archivista.  ,gh,AA-rev,active,high,gh_gi_high,reversible,4
750,751,L'inventore è stato contattato dall'archivista.  ,gh,AA-rev,passive,high,gh_gi_high,reversible,5
751,752,L'archivista è stato contattato dall'inventore.  ,gh,AA-rev,passive,high,gh_gi_high,reversible,5
752,753,Lo storico ha avicinato l’innovatore.  ,gi,AA-rev,active,low,gh_gi_low,reversible,5
753,754,L’innovatore ha avvicinato lo storico.  ,gi,AA-rev,active,low,gh_gi_low,reversible,5
754,755,L’innovatore è stato avvicinato dallo storico.  ,gi,AA-rev,passive,low,gh_gi_low,reversible,6
755,756,Lo storico è stato avvicinato dall’innovatore.  ,gi,AA-rev,passive,low,gh_gi_low,reversible,6
756,757,Il custode ha chiamato il giardiniere.  ,gj,AA-rev,active,high,gj_gk_high,reversible,6
757,758,Il giardiniere ha chiamato il custode.  ,gj,AA-rev,active,high,gj_gk_high,reversible,6
758,759,Il giardiniere è stato chiamato dal custode.  ,gj,AA-rev,passive,high,gj_gk_high,reversible,7
759,760,Il custode è stato chiamato dal giardiniere.  ,gj,AA-rev,passive,high,gj_gk_high,reversible,7
760,761,Il guardiano ha cercato il paesaggista.  ,gk,AA-rev,active,low,gj_gk_low,reversible,6
761,762,Il paesaggista ha cercato il guardiano.  ,gk,AA-rev,active,low,gj_gk_low,reversible,6
762,763,Il paesaggista è stato cercato dal guardiano.  ,gk,AA-rev,passive,low,gj_gk_low,reversible,7
763,764,Il custode è stato cercato dal giardiniere.  ,gk,AA-rev,passive,low,gj_gk_low,reversible,7
764,765,Il batterista ha infastidito il meteorologo.  ,gl,AA-rev,active,high,gl_gm_high,reversible,6
765,766,Il meteorologo ha infastidito il batterista.  ,gl,AA-rev,active,high,gl_gm_high,reversible,6
766,767,Il meteorologo è stato infastidito dal batterista.  ,gl,AA-rev,passive,high,gl_gm_high,reversible,7
767,768,Il batterista è stato infastidito dal meteorologo.  ,gl,AA-rev,passive,high,gl_gm_high,reversible,7
768,769,Il percussionista ha indisposto il meteorologo.  ,gm,AA-rev,active,low,gl_gm_low,reversible,6
769,770,Il meteorologo ha indisposto il percussionista. ,gm,AA-rev,active,low,gl_gm_low,reversible,6
770,771,Il meteorologo è stato indisposto dal percussionista.  ,gm,AA-rev,passive,low,gl_gm_low,reversible,7
771,772,Il percussionista è stato indisposto dal meteorologo.  ,gm,AA-rev,passive,low,gl_gm_low,reversible,7
772,773,Il mediatore ha sminuito l'imputato.  ,gn,AA-rev,active,high,gn_go_high,reversible,5
773,774,L'imputato ha sminuito il mediatore.  ,gn,AA-rev,active,high,gn_go_high,reversible,5
774,775,L'imputato è stato sminuito dal mediatore.  ,gn,AA-rev,passive,high,gn_go_high,reversible,6
775,776,Il mediatore è stato sminuito dall'imputato.  ,gn,AA-rev,passive,high,gn_go_high,reversible,6
776,777,L’intermediario ha disprezzato il criminale.  ,go,AA-rev,active,low,gn_go_low,reversible,5
777,778,Il criminale ha disprezzato l’intermediario.  ,go,AA-rev,active,low,gn_go_low,reversible,5
778,779,Il criminale è stato disprezzato dall’intermediario.  ,go,AA-rev,passive,low,gn_go_low,reversible,6
779,780,L’intermediario è stato disprezzato dal criminale.  ,go,AA-rev,passive,low,gn_go_low,reversible,6
780,781,Il domestico ha intrattenuto l’inviato.  ,gp,AA-rev,active,high,gp_gq_high,reversible,5
781,782,L’inviato ha intrattenuto il domestico.  ,gp,AA-rev,active,high,gp_gq_high,reversible,5
782,783,L’inviato è stato intrattenuto dal domestico.  ,gp,AA-rev,passive,high,gp_gq_high,reversible,6
783,784,Il domestico è stato intrattenuto dall’inviato.  ,gp,AA-rev,passive,high,gp_gq_high,reversible,6
784,785,Il valletto ha divertito l’emissario.  ,gq,AA-rev,active,low,gp_gq_low,reversible,5
785,786,L’emissario ha divertito il valletto.  ,gq,AA-rev,active,low,gp_gq_low,reversible,5
786,787,L’emissario è stato divertito dal valletto.  ,gq,AA-rev,passive,low,gp_gq_low,reversible,6
787,788,Il valletto è stato divertito dall’emissario.  ,gq,AA-rev,passive,low,gp_gq_low,reversible,6
788,789,La ginnasta ha spinto lo sconosciuto.  ,gr,AA-rev,active,high,gr_gs_high,reversible,6
789,790,Lo sconosciuto ha spinto la ginnasta.  ,gr,AA-rev,active,high,gr_gs_high,reversible,6
790,791,Lo sconosciuto è stato spinto dalla ginnasta.  ,gr,AA-rev,passive,high,gr_gs_high,reversible,7
791,792,La ginnasta è stato spinta dallo sconosciuto.  ,gr,AA-rev,passive,high,gr_gs_high,reversible,7
792,793,L'acrobata ha spintonato l’estraneo.  ,gs,AA-rev,active,low,gr_gs_low,reversible,4
793,794,L’estraneo ha spintonato l'acrobata.  ,gs,AA-rev,active,low,gr_gs_low,reversible,4
794,795,L’estraneo è stato spintonato dall'acrobata.  ,gs,AA-rev,passive,low,gr_gs_low,reversible,5
795,796,L'acrobata è stata spintonata dall’estraneo.  ,gs,AA-rev,passive,low,gr_gs_low,reversible,5
796,797,Il benefattore ha calmato l’architetto.  ,gt,AA-rev,active,high,gt_gu_high,reversible,5
797,798,L’architetto ha calmato il benefattore.  ,gt,AA-rev,active,high,gt_gu_high,reversible,5
798,799,L’architetto è stato calmato dal benefattore.  ,gt,AA-rev,passive,high,gt_gu_high,reversible,6
799,800,Il benefattore è stato calmato dall’architetto.  ,gt,AA-rev,passive,high,gt_gu_high,reversible,6
800,801,Il filantropo  ha tranquillizzato il disegnatore.  ,gu,AA-rev,active,low,gt_gu_low,reversible,6
801,802,Il disegnatore ha tranquillizzato il filantropo .  ,gu,AA-rev,active,low,gt_gu_low,reversible,7
802,803,Il disegnatore è stato tranquillizzato dal filantropo .  ,gu,AA-rev,passive,low,gt_gu_low,reversible,8
803,804,Il filantropo  è stato tranquillizzato dal disegnatore.  ,gu,AA-rev,passive,low,gt_gu_low,reversible,7
804,805,Lo psicologo ha lodato il parrucchiere.  ,gv,AA-rev,active,high,gv_gw_high,reversible,6
805,806,Il parrucchiere ha lodato lo psicologo.  ,gv,AA-rev,active,high,gv_gw_high,reversible,6
806,807,Il parrucchiere è stato lodato dallo psiclogo.  ,gv,AA-rev,passive,high,gv_gw_high,reversible,7
807,808,Lo psicologo è stato lodato dal parrucchiere.  ,gv,AA-rev,passive,high,gv_gw_high,reversible,7
808,809,Il terapista ha esaltato l’hairstylist.  ,gw,AA-rev,active,low,gv_gw_low,reversible,5
809,810,L’hairstylist ha esaltato il terapista.  ,gw,AA-rev,active,low,gv_gw_low,reversible,5
810,811,L’hairstylist è stato esaltato dal terapista.  ,gw,AA-rev,passive,low,gv_gw_low,reversible,6
811,812,Il terapista è stato esaltato dall’hairstylist.  ,gw,AA-rev,passive,low,gv_gw_low,reversible,6
812,813,Il nobile ha sposato la baronessa.  ,gx,AA-rev,active,high,gx_gy_high,reversible,6
813,814,La baronessa ha sposato il nobile.  ,gx,AA-rev,active,high,gx_gy_high,reversible,6
814,815,La baronessa è stata sposata dal nobile.  ,gx,AA-rev,passive,high,gx_gy_high,reversible,7
815,816,Il nobile è stato sposato dalla baronessa.  ,gx,AA-rev,passive,high,gx_gy_high,reversible,7
816,817,L’aristocratico ha sposato  la contessa.  ,gy,AA-rev,active,low,gx_gy_low,reversible,5
817,818,La contessa ha sposato  l’aristocratico.  ,gy,AA-rev,active,low,gx_gy_low,reversible,5
818,819,La contessa è stata sposata dall’aristocratico.  ,gy,AA-rev,passive,low,gx_gy_low,reversible,6
819,820,L’aristocratico è stato sposato dalla contessa.  ,gy,AA-rev,passive,low,gx_gy_low,reversible,6
820,821,L’attuario ha rinfrancato il creditore.  ,gz,AA-rev,active,low,gz_ha_low,reversible,5
821,822,Il creditore ha rinfrancato l’attuario.  ,gz,AA-rev,active,low,gz_ha_low,reversible,5
822,823,Il creditore è stato rinfrancato dall’attuario.  ,gz,AA-rev,passive,low,gz_ha_low,reversible,6
823,824,L’attuario è stato rinfrancato dal creditore.  ,gz,AA-rev,passive,low,gz_ha_low,reversible,6
824,825,L’analista ha rassicurato l’investitore.  ,ha,AA-rev,active,high,gz_ha_high,reversible,4
825,826,L’investitore ha rassicurato l’analista.  ,ha,AA-rev,active,high,gz_ha_high,reversible,4
826,827,L’investitore è stato rassicurato dall’analista.  ,ha,AA-rev,passive,high,gz_ha_high,reversible,5
827,828,L’analista è stato rassicurato dall’investitore.  ,ha,AA-rev,passive,high,gz_ha_high,reversible,5
828,829,Il marinaio ha spaventato la sensitiva.  ,hb,AA-rev,active,high,hb_hc_high,reversible,6
829,830,La sensitiva ha spaventato il marinaio.  ,hb,AA-rev,active,high,hb_hc_high,reversible,6
830,831,La sensitiva è stata spaventata dal marinaio.  ,hb,AA-rev,passive,high,hb_hc_high,reversible,7
831,832,Il marinaio è stato spaventato dalla sensitiva.  ,hb,AA-rev,passive,high,hb_hc_high,reversible,7
832,833,Il navigante ha inquietato la chiromante.  ,hc,AA-rev,active,low,hb_hc_low,reversible,6
833,834,La chiromante ha inquietato il navigante.  ,hc,AA-rev,active,low,hb_hc_low,reversible,6
834,835,La chiromante è stata inquietata dal navigante.  ,hc,AA-rev,passive,low,hb_hc_low,reversible,7
835,836,Il navigante è stato inquietato dalla chiromante.  ,hc,AA-rev,passive,low,hb_hc_low,reversible,7
836,837,L’assistente ha elogiato il revisore.  ,hd,AA-rev,active,high,hd_he_high,reversible,5
837,838,Il revisore ha elogiato l’assistente.  ,hd,AA-rev,active,high,hd_he_high,reversible,5
838,839,Il revisore è stato elogiato dall’assistente.  ,hd,AA-rev,passive,high,hd_he_high,reversible,6
839,840,L’assistente è stato elogiato dal revisore.  ,hd,AA-rev,passive,high,hd_he_high,reversible,6
840,841,Il collaboratore ha adulato il perito.  ,he,AA-rev,active,low,hd_he_low,reversible,6
841,842,Il perito ha adulato il collaboratore.  ,he,AA-rev,active,low,hd_he_low,reversible,6
842,843,Il perito è stato adulato dal collaboratore.  ,he,AA-rev,passive,low,hd_he_low,reversible,7
843,844,Il collaboratore è stato adulato dal perito.  ,he,AA-rev,passive,low,hd_he_low,reversible,7
844,845,L'immigrato ha incontrato il poliziotto,hf,AA-rev,active,high,hf_hg_high,reversible,5
845,846,Il poliziotto ha incontrato l’immigrato.  ,hf,AA-rev,active,high,hf_hg_high,reversible,5
846,847,Il poliziotto è stato incontrato dall’immigrato.  ,hf,AA-rev,passive,high,hf_hg_high,reversible,6
847,848,L’immigrato è stato incontrato dal poliziotto.  ,hf,AA-rev,passive,high,hf_hg_high,reversible,6
848,849,Lo straniero ha incrociato l'agente.  ,hg,AA-rev,active,low,hf_hg_low,reversible,5
849,850,L'agente ha incrociato lo straniero.  ,hg,AA-rev,active,low,hf_hg_low,reversible,5
850,851,L'agente è stato incrociato dallo straniero.  ,hg,AA-rev,passive,low,hf_hg_low,reversible,6
851,852,Lo straniero è stato incrociato dall'agente.  ,hg,AA-rev,passive,low,hf_hg_low,reversible,6
852,853,Il cartografo ha offeso il contadino.  ,hi,AA-rev,active,high,hi_hj_high,reversible,6
853,854,Il contadino ha offeso il cartografo.  ,hi,AA-rev,active,high,hi_hj_high,reversible,6
854,855,Il contadino è stato offeso dal cartografo.  ,hi,AA-rev,passive,high,hi_hj_high,reversible,7
855,856,Il cartografo è stato offeso dal contadino.  ,hi,AA-rev,passive,high,hi_hj_high,reversible,7
856,857,Il cartografo ha insultato l’allevatore.  ,hj,AA-rev,active,low,hi_hj_low,reversible,5
857,858,L’allevatore ha insultato il cartografo.  ,hj,AA-rev,active,low,hi_hj_low,reversible,5
858,859,L’allevatore è stato insultato dal cartografo.  ,hj,AA-rev,passive,low,hi_hj_low,reversible,6
859,860,Il cartografo è stato insultato dall’allevatore.  ,hj,AA-rev,passive,low,hi_hj_low,reversible,6
860,861,Il poeta ha lasciato senza parole l’intrattenitore.  ,hk,AA-rev,active,high,hk_hl_high,reversible,7
861,862,L’intrattenitore ha lasciato senza parole il poeta.  ,hk,AA-rev,active,high,hk_hl_high,reversible,7
862,863,L’intrattenitore è stato lasciato senza parole dal poeta.  ,hk,AA-rev,passive,high,hk_hl_high,reversible,8
863,864,Il poeta è stato lasciato senza parole dall’intrattenitore.  ,hk,AA-rev,passive,high,hk_hl_high,reversible,8
864,865,Il paroliere ha abbagliato l’artista.  ,hl,AA-rev,active,low,hk_hl_low,reversible,5
865,866,L’artista ha abbagliato il paroliere.  ,hl,AA-rev,active,low,hk_hl_low,reversible,5
866,867,L’artista è stato abbagliato dal paroliere.  ,hl,AA-rev,passive,low,hk_hl_low,reversible,6
867,868,Il paroliere è stato abbagliato dall’artista.  ,hl,AA-rev,passive,low,hk_hl_low,reversible,6
868,869,Il venditore ha messo alla prova il direttore.  ,hm,AA-rev,active,high,hm_hn_high,reversible,8
869,870,Il direttore ha messo alla prova il venditore.  ,hm,AA-rev,active,high,hm_hn_high,reversible,8
870,871,Il direttore è stato messo alla prova dal venditore.  ,hm,AA-rev,passive,high,hm_hn_high,reversible,9
871,872,Il venditore è stato messo alla prova dal direttore.,hm,AA-rev,passive,high,hm_hn_high,reversible,9
872,873,Il rappresentante ha sfidato il dirigente.  ,hn,AA-rev,active,low,hm_hn_low,reversible,6
873,874,Il dirigente ha sfidato il rappresentante.  ,hn,AA-rev,active,low,hm_hn_low,reversible,6
874,875,Il dirigente è stato sfidato dal rappresentante.  ,hn,AA-rev,passive,low,hm_hn_low,reversible,7
875,876,Il rappresentante è stato sfidato dal dirigente.  ,hn,AA-rev,passive,low,hm_hn_low,reversible,7
876,877,Il musicista ha ammirato la diva.  ,ho,AA-rev,active,high,ho_hp_high,reversible,6
877,878,La diva ha ammirato il musicista.  ,ho,AA-rev,active,high,ho_hp_high,reversible,6
878,879,La diva è stata ammirata dal musicista.  ,ho,AA-rev,passive,high,ho_hp_high,reversible,7
879,880,Il musicista è stato ammirato dalla diva.  ,ho,AA-rev,passive,high,ho_hp_high,reversible,7
880,881,Lo strumentista ha adorato la prima donna.  ,hp,AA-rev,active,low,ho_hp_low,reversible,7
